Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Age
Dana,Jang Dana,장다나,다나,2003-12-25,HOT ISSUE,17/05/2017,FNC,South Korea,,,,,,,F,23.0
Dan-a,Park Seungyeon,박승연,단아,1993-06-26,Matilda,18/03/2016,Box,South Korea,,,160.0,,,,F,33.0
Daniel,Kang Daniel,강다니엘,다니엘,1996-12-10,Wanna One,7/08/2017,YMC,South Korea,,,,Busan,,,M,30.0
Danielle,Mo Jihye,모지혜,다니엘,2005-04-11,NewJeans,22/07/2022,ADOR,South Korea,Australia,165.0,,Munsan,,,F,21.0
Dann,Jung Seungbo,정승보,단,1997-11-01,Kingdom,18/02/2021,GF,South Korea,,178.0,,Ilsan,,VARSITY,M,29.0
Dany,Jeon Eunji,전은지,다니,1998-01-20,Ho1iday,26/04/2013,LOEN,South Korea,,,,,,,F,28.0
Daon,Ahn Seonil,안선일,다온,2000-12-10,DUSTIN,6/01/2020,LPA,South Korea,,,,,,,M,26.0
Dara,Park Sandara,박산다라,다라,1984-11-12,2NE1,6/05/2009,YG,South Korea,,,,,,,F,42.0
Daseul,Yang Daseul,양다슬,다슬,2000-09-14,Maka Maka,4/08/2020,Dreamus,South Korea,,,,,,,F,26.0
Dasom,Lee Dasom,이다솜,다솜,1993-11-13,2EYES,20/07/2013,SidusHQ,South Korea,,164.0,,Cheongju,,,F,33.0
Dasom,Kim Dasom,김다솜,다솜,1993-05-06,SISTAR,6/03/2010,Starship,South Korea,,,,,,,F,33.0
Dawon,Lee Dawon,이다원,다원,1996-12-02,ARIAZ,23/10/2019,Rising Star,South Korea,,,,,,,F,30.0
Dawon,Lee Sanghyuk,이상혁,다원,1995-07-24,SF9,5/10/2016,FNC,South Korea,,,,,,,M,31.0
Dawon,Cho Dawon,조다원,다원,2000-05-12,VARSITY,5/01/2017,GKC,South Korea,,183.0,69.0,,,,M,26.0
Dawon,Nam Dawon,남다원,다원,1997-03-16,WJSN,25/02/2016,Starship,South Korea,,167.0,,Seoul,,,F,29.0
Daye,Kim Hyunjung,김현정,다예,1998-02-25,Berry Good,21/05/2014,Asia Bridge,South Korea,,167.0,,,,,F,28.0
Dayeon,Kim Dayeon,김다연,다연,2003-03-02,Kep1er,1/03/2022,WakeOne,South Korea,,158.0,,,,,F,23.0
Dayeon,Hwang Da Kyeon,황연경,다연,1995-11-17,XUM,22/09/2020,A100,South Korea,,,,,,NeonPunch,F,31.0
Dayoung,Kim Dayoung,김다영,다영,1991-02-02,Blady,16/05/2011,Star Planet,South Korea,,,,Jeonju,,,F,35.0
Dayoung,Im Dayoung,임다영,다영,1999-05-14,WJSN,25/02/2016,Starship,South Korea,,161.0,,Jeju,WJSN Chocome,,F,27.0
Dayun,Kim Dayun,김다윤,다윤,2000-11-20,Bonus Baby,1/01/2017,Maroo,South Korea,,164.0,,,,,F,26.0
Della,Park Sehyun,박세현,델라,1995-09-03,Rockit Girl,30/05/2019,Rolling,South Korea,,,,,,,F,31.0
Denise,Kim Denise,김데니스,데니스,2001-01-11,SECRET NUMBER,19/05/2020,Vine,South Korea,USA,,,,,,F,25.0
Dey,Kim Sehyun,김세현,데이,2003-06-11,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M,23.0
Dia,Kwak Minnyeong,곽민녕,디아,1999-09-03,Maka Maka,4/08/2020,Dreamus,South Korea,,,,,,,F,27.0
Dia,Choi Eunji,최은지,디아,2001-07-16,Pixy,24/02/2021,ALLART,South Korea,,165.0,,,,,F,25.0
Dino,Lee Chan,이찬,디노,1999-02-11,Seventeen,26/05/2015,Pledis,South Korea,,167.0,54.0,Iksan,,,M,27.0
Dita,Dita Karang,디타 가랑,디타,1996-12-25,SECRET NUMBER,19/05/2020,Vine,Indonesia,,,,Yogyakarta,,,F,30.0
DK,Kim Dokyun,김도균,닥,1998-02-16,BLANK2Y,24/05/2022,Keystone,South Korea,,,,,,,M,28.0
DK,Kim Donghyuk,김동혁,디케이,1997-01-03,iKON,15/09/2015,YG,South Korea,,,,,,,M,29.0
DK,Lee Seongmin,이석민,도겸,1997-02-18,Seventeen,26/05/2015,Pledis,South Korea,,178.0,68.0,Yongin,,,M,29.0
Doa,Im Youngseo,임영서,도아,2001-10-29,We;Na,5/09/2022,Shine E&M,South Korea,,158.0,44.0,,,,F,25.0
Do-A,Choi Yuna,최윤아,도아,1999-02-02,ALICE,1/07/2017,IOK Company,South Korea,,,,,,,F,27.0
Doah,Kim Doah,김도아,도아,2003-12-04,FANATICS,6/08/2019,FENT,South Korea,,163.0,42.0,,FANATICS FLAVOR,,F,23.0
Doha,Na Gyumin,나규민,도하,2004-03-07,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M,22.0
Doha,Park Doha,박도하,도하,1992-03-27,XEED,1/12/2022,Nature Space,South Korea,,175.0,65.0,Seoul,,,M,34.0
Dohee,Yoon Dohee,윤도희,도희,1999-09-24,,,,South Korea,,,,,,NeonPunch,F,27.0
Dohee,Kwon Dohee,권도희,도희,2002-08-01,Cignature,4/02/2020,C9,South Korea,,158.0,39.0,Seoul,,,F,24.0
Dohee,Min Dohee,민도희,도희,1994-09-25,Tiny-G,23/08/2012,GNG,South Korea,,152.0,39.0,,,,F,32.0
Dohwan,Gil Dohwan,길도환,도환,2003-08-26,Ciipher,15/03/2021,Rain,South Korea,,175.0,61.0,,,,M,23.0
Dohyon,Nam Dohyon,남도현,도현,2004-11-10,BAE173,19/11/2020,PocketDol,South Korea,,180.0,62.0,,,X1,M,22.0
Dohyuk,Kim Dohyuk,김도혁,도혁,1998-01-16,14U,17/04/2017,BG,South Korea,,,,,,,M,28.0
Doi,Kim Doi,김도이,도이,1994-04-12,FANATICS,6/08/2019,FENT,South Korea,,170.0,,,,,F,32.0
Dojin,Jeon Yongtae,전용태,도진,1997-03-07,ENOi,19/04/2019,KITHEWHALE,South Korea,,181.0,61.0,,,,M,29.0
Dokyun,Na Dokyun,나도균,도균,1991-02-11,HISTORY,26/04/2013,LOEN,South Korea,,184.0,65.0,Daejeon,,,M,35.0
Donggeon,Song Donggeon,송동건,동건,1999-07-15,TOO,1/04/2020,n.CH,South Korea,,,,,,,M,27.0
Donghae,Lee Donghae,이동해,동해,1986-10-15,Super Junior,6/11/2005,SM,South Korea,,176.0,60.0,Mokpo,Super Junior-M,,M,40.0
Donghan,Kim Donghan,김동한,동한,1998-07-03,WEi,5/10/2020,OUI,South Korea,,,,Daegu,,JBJ,M,28.0
Dongheon,Lee Dongheon,이동헌,동헌,1995-08-04,Verivery,1/09/2019,Jellyfish,South Korea,,,,,,,M,31.0
Donghun,Lee Donghun,이동훈,동훈,1993-05-15,A.C.E,23/05/2017,Beat,South Korea,,,,Suncheon,,,M,33.0
Donghyuk,Park Donghyuk,박동혁,동혁,1999-12-18,BLANK2Y,24/05/2022,Keystone,South Korea,,178.0,61.0,,,ENOi,M,27.0
Donghyun,Kim Donghyun,김동현,동현,1998-09-17,AB6IX,22/05/2019,Brand New,South Korea,,,,Daejeon,MXM,,M,28.0
Donghyun,Kim Donghyun,김동현,동현,1989-02-12,Boyfriend,26/05/2011,Starship,South Korea,,178.0,60.0,Seoul,,,M,37.0
Donghyun,Kim Donghyun,김동현,동현,1999-02-23,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M,27.0
Dongjun,Hwang Dongjun,황동준,동준,1999-09-07,,,,South Korea,,,,,,Ghost9,M,27.0
Dongjun,Kim Dongjun,김동준,동준,1992-02-11,ZE:A,7/01/2010,Star Empire,South Korea,,,,Busan,,,M,34.0
Dongkyu,Moon Dongkyu,문동규,동규,1992-11-16,Spectrum,9/05/2018,WYNN,South Korea,,,,,,,M,34.0
Dongmyeong,Son Dongmyeong,곤동명,동명,2000-01-20,Onewe,9/01/2019,RBW,South Korea,,,,,,MAS,M,26.0
Dongpyo,Son Dongpyo,손동표,동표,2002-09-09,Mirae,17/03/2021,DSP,South Korea,,166.0,48.0,,,X1,M,24.0
Dongwan,Kim Dongwan,김동완,동완,1979-11-21,Shinhwa,24/03/1998,SM| Good| Shinhwa,South Korea,,173.0,68.0,Pohang,,,M,47.0
Dongwon,Lee Dongwon,이동원,동원,1994-01-01,KNK,3/03/2016,YNB,South Korea,,184.0,,,,,M,32.0
Dongwoo,Jang Dongwoo,장동우,동우,1990-11-22,Infinite,9/06/2010,Woollim,South Korea,,171.0,58.0,Guri,Infinite H,,M,36.0
Dongwoon,Son Dongwoon,손동운,동운,1991-06-06,Highlight,14/10/2009,Around Us,South Korea,,181.0,64.0,Busan,,Beast,M,35.0
Dongyun,Kim Dongyun,김동윤,동윤,2002-02-18,DRIPPIN,26/10/2020,Woollim,South Korea,,177.0,61.0,,,,M,24.0
Doojoon,Yoon Doojoon,윤두준,두준,1989-07-04,Highlight,14/10/2009,Around Us,South Korea,,177.0,66.0,Goyang,,Beast,M,37.0
Doryun,Kim Doryun,킴도륜,도륜,2000-05-01,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,,,,M,26.0
Dosie,Jang Eunseung,장은성,도시,2000-02-11,Purple Kiss,15/03/2021,RBW,South Korea,,,,,,,F,26.0
Douhyun,Yoo Douhyun,유도현,도현,2000-12-25,Mirae,17/03/2021,DSP,South Korea,,,,,,,M,26.0
Dowoon,Yoon Dowoon,윤도운,도운,1995-08-25,DAY6,7/09/2015,JYP,South Korea,,,,,,,M,31.0
Doyeon,Kim Doyeon,김도연,도연,1999-12-04,Weki Meki,8/08/2017,Fantagio,South Korea,,,,Incheon,I.O.I| WJMK,,F,27.0
Doyoung,Kim Dongyoung,김동영,도영,1996-02-01,NCT,9/04/2016,SM,South Korea,,,,Guri,NCT U| NCT 127,,M,30.0
Doyoung,Kim Doyoung,김도영,도영,2003-12-04,Treasure,7/08/2020,YG,South Korea,,,,,,,M,23.0
Duna,Kang Duna,강두나,두나,2005-04-28,CSR,27/07/2022,A2Z,South Korea,,,,Gangwon,,,F,21.0
DY,Jeon Doyum,전도염,도염,2002-02-21,JUST B,30/06/2021,Bluedot,South Korea,,175.0,55.0,Daejeon,,1the9,M,24.0
Dylan,Park Yeonjae,박연재,딜란,2002-07-26,D-CRUNCH,6/08/2018,All-S,South Korea,,,,,,,M,24.0
E.Ji,Choi Jiwon,최지원,이지,2000-11-08,ICHILLIN',8/09/2021,KM,South Korea,,,,,,,F,26.0
E.sha,Kwon Yena,권예나,이샤,1998-12-29,X:IN,11/04/2023,Escrow,Australia,South Korea,,,,,,F,28.0
E.sol,Jeon Jaehyuk,전재혁,이솔,1992-09-17,14U,17/04/2017,BG,South Korea,,,,,,,M,34.0
E:U,Park Jiwon,박지원,이유,1998-05-19,Everglow,18/03/2019,Yuehua,South Korea,,,,,,,F,28.0
E-Chan,Lee Changmin,이창민,이찬,1997-02-19,DKB,3/02/2020,Brave,South Korea,,178.0,63.0,,,,M,29.0
E'Dawn,Kim Hyojong,김효종,이던,1994-06-01,,,,South Korea,,,,,,PENTAGON,M,32.0
Eden,Jae Won,재원,이든,1998-03-27,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M,28.0
EJ,Kim Eunji,김은지,이제이,1997-08-13,ALICE,1/07/2017,IOK Company,South Korea,,164.0,47.0,,,,F,29.0
Eli,Ellison Kim,엘리슨 킴,일라이,1991-03-13,U-KISS,28/08/2008,NH Media,USA,South Korea,,,Los Angeles,,,M,35.0
Elkie,Chong Ting Yan,쫑딩얀,엘키,1998-11-02,,,,Hong Kong,,163.0,45.0,Hong Kong,,CLC,F,28.0
Ella,Kim Kyungjoo,김경주,엘라,1998-03-26,,,,South Korea,,,,,,Cherry Bullet| Pixy,F,28.0
Ellin,Kim Minyoung,김민영,엘린,1990-04-02,Crayon Pop,18/07/2012,Chrome,South Korea,,165.0,44.0,Daegu,,,F,36.0
Elly,Jung Haerim,정해림,엘리,1998-07-20,Weki Meki,8/08/2017,Fantagio,South Korea,,,,,,,F,28.0
Ellyn,Bang Sunhee,방선희,엘린,2002-10-19,Girlkind,16/01/2018,Nextlevel,South Korea,,,170.0,,,,F,24.0
Elva,Lee Yonghwa,이용화,엘바,2003-05-05,ILY:1,4/04/2022,FC ENM,South Korea,,,,,,,F,23.0
Eric,Moon Junghyuk,문정혁,에릭,1979-02-16,Shinhwa,24/03/1998,SM| Good| Shinhwa,South Korea,,180.0,70.0,Seoul,,,M,47.0
Eric,Son Youngjae,손영재,에릭,2000-12-22,The Boyz,31/12/2017,Cre.Ker,South Korea,,171.0,56.0,,,,M,26.0
Eseo,Noh Hyunjung,노현정,이서,1996-03-04,LUNARSOLAR,2/09/2020,J Planet,South Korea,,161.0,,,,,F,30.0
Eson,Kim Jungmin,김정민,이슨,1996-12-28,We In The Zone,27/05/2019,Choon,South Korea,USA,177.0,63.0,Honolulu,,,M,30.0
E-tion,Lee Changyoon,이창윤,이션,1994-12-24,ONF,2/08/2017,WM,South Korea,,,,Jeonju,,,M,32.0
Euaerin,Lee Hyemin,이혜민,이유애린,1988-05-03,,,,South Korea,,174.0,48.0,Seoul,,9Muses,F,38.0
Euijin,Lee Euijin,이의진,의진,1990-02-15,Bigflo,19/07/2014,HO,South Korea,,,,Seoul,,,M,36.0
Euijin,Hong Euijin,홍의진,의진,1996-10-08,Sonamoo,29/12/2014,TS,South Korea,,168.0,,Gwangju,UNI.T,,F,30.0
Eun,Choi Eunmi,최은미,은,1990-05-14,Two X,20/08/2012,J. Tune,South Korea,,,,,,,F,36.0
Euna,,,은아,2003-05-25,We;Na,5/09/2022,Shine E&M,South Korea,,164.0,,,,,F,23.0
EunB,Shin Eunbi,신은비,은비,2000-09-17,Maka Maka,4/08/2020,Dreamus,South Korea,,,,,,Lip Bubble,F,26.0
EunB,Byun Eunbi,변은비,은비,2000-11-23,PRECIOUS,23/09/2020,Umi,South Korea,,164.0,49.0,Busan,,,F,26.0
Eunbi,Kwon Eunbi,권은비,은비,1995-09-27,IZ*ONE,29/10/2018,Off The Record,South Korea,,,,Seoul,,,F,31.0
Eunbin,Kwon Eunbin,권은빈,은빈,2000-01-06,CLC,19/03/2015,Cube,South Korea,,167.0,48.0,Seoul,,,F,26.0
Eunchae,Son Eunchae,손은채,은채,1999-10-06,bugAboo,25/10/2021,A team,South Korea,,154.0,38.0,Pohang,,,F,27.0
Eunchae,Kwon Chaewon,권채원,은채,1999-05-26,DIA,14/07/2015,MBK,South Korea,,,,,,,F,27.0
Eunchae,Hong Eunchae,홍은채,은채,2006-11-10,LE SSERAFIM,2/05/2022,Source,South Korea,,172.0,,,,,F,20.0
Eunchan,Choi Byeongseop,최병섭,은찬,2001-02-27,TEMPEST,2/03/2022,Yuehua,South Korea,,184.0,,,,,M,25.0
Eunha,Jung Eunbi,정은비,은하,1997-05-30,VIVIZ,9/02/2022,Big Planet Made,South Korea,,163.0,,Seoul,,Gfriend,F,29.0
Eunho,Shin Donggeun,신동근,은호,1992-09-10,UNVS,23/02/2020,CHITWN,South Korea,,,,,,,M,34.0
Eunho,Myung Eunho,명은호,은호,2001-03-25,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M,25.0
Eunhyuk,Lee Hyukjae,이혁재,은혁,1986-04-04,Super Junior,6/11/2005,SM,South Korea,,176.0,58.0,Ilsan,Super Junior-M,,M,40.0
Eunice,Heo Sooyeon,허수연,유니스,1991-09-02,DIA,14/07/2015,MBK,South Korea,,166.0,49.0,Busan,,,F,35.0
Eunil,Kim Eunil,김은일,은일,2003-11-21,TRENDZ,5/01/2022,Interpark,South Korea,,,,,,,M,23.0
Eunjae,Kwak Eunjae,곽은재,은재,1996-05-02,14U,17/04/2017,BG,South Korea,,,,,,,M,30.0
Eunji,Jung Eunji,정은지,은지,1993-08-18,Apink,19/04/2011,Plan A,South Korea,,163.0,,Busan,,,F,33.0
Eunji,Hong Eunji,홍은지,은지,1992-07-19,Brave Girls,8/04/2011,Brave,South Korea,,,,Seoul,,,F,34.0
Eunjin,Ahn Eunjin,안은진,은진,1997-08-31,,,,South Korea,,170.0,49.0,Mokpo,,DIA,F,29.0
Eunjin,Moon Eunjin,문은진,은진,1998-11-05,Highteen,14/10/2016,Elijah,South Korea,,,,,,,F,28.0
Eunjin,Ma Eunjin,마은진,은진,1997-05-23,Playback,25/06/2015,Coridel,South Korea,,165.0,49.0,Wonju,,,F,29.0
Eunjo,Park Eunjo,박은조,은조,2002-03-07,Dreamnote,7/11/2018,iME,South Korea,,164.0,46.0,,,,F,24.0
Eunjun,Choi Eunjun,최은준,은준,1999-08-06,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,,,Spectrum,M,27.0
Eunjung,Ham Eunjung,함은정,은정,1988-12-12,T-ara,29/07/2009,MBK,South Korea,,167.0,47.0,Seoul,,,F,38.0
Eunki,Hong Eunki,홍은기,은기,1997-09-29,,,,South Korea,,182.0,,,,RAINZ,M,29.0
Eunkwang,Seo Eunkwang,서은광,은광,1990-11-22,BtoB,21/03/2012,Cube,South Korea,,173.0,62.0,Yongin,,,M,36.0
Eunsang,Lee Eunsang,이은상,은상,2002-10-26,YOUNITE,20/04/2022,Brand New,South Korea,,180.0,58.0,,,X1,M,24.0
Eunseo,Son Juyeon,손주연,은서,1998-05-27,WJSN,25/02/2016,Starship,South Korea,,167.0,,Incheon,WJSN The Black,,F,28.0
Eunsung,Lee Eunsung,이은성,은성,2000-09-07,TheEastLight,15/11/2018,Stardium,South Korea,,,,,,,M,26.0
Eunwoo,Cha Eunwoo,차은우,은우,1997-03-30,ASTRO,23/02/2016,Fantagio,South Korea,,,,Gunpo,,,M,29.0
Eunwoo,Jeong Eunwoo,정은우,은우,1998-07-01,Hinapia,3/11/2019,Alseulbit,South Korea,,167.0,48.0,,Pristin V,Pristin,F,28.0
Eunyoung,Joo Eunyoung,주은영,은영,1992-06-12,Two X,20/08/2012,J. Tune,South Korea,,,,,,,F,34.0
Exy,Chu Sojung,추소정,엑시,1995-11-06,WJSN,25/02/2016,Starship,South Korea,,166.0,,Busan,WJSN The Black,,F,31.0
Eyedi,Nam Yujin,남유진,아이디,1995-12-08,,,,South Korea,,,,,,,F,31.0
E-Young,Noh Yiyoung,노이영,이영,1992-08-16,After School,15/01/2009,Pledis,South Korea,,,,Chuncheon,,,F,34.0
Fatou,Fatou Samba,파투 삼바,파투,1995-03-23,Blackswan,16/10/2020,DR,Belgium,Senegal,173.0,,Yoff,,,F,31.0
Fei,Wang FeiFei,왕페이페이,페이,1987-04-27,miss A,1/07/2010,JYP,China,,165.0,,Haikou,,,F,39.0
Felix,Lee Youngbok,이용복,필릭스,2000-09-15,Stray Kids,25/03/2018,JYP,South Korea,,,,Sydney,,,M,26.0
G.NA,Gina Jane Choi,최지나,지나,1987-09-13,,,,Canada,South Korea,167.0,,Edmonton,,,F,39.0
G.O,Jung Byunghee,정병희,지오,1987-11-06,MBLAQ,14/10/2009,J. Tune,South Korea,,,,Changwon,,,M,39.0
Gabin,Kim Gabin,김가빈,가빈,1989-09-18,Blady,16/05/2011,Star Planet,South Korea,,,,Busan,,,F,37.0
Gabin,Yoo Seunghyun,유승현,가빈,2001-09-11,JWiiver,17/02/2022,JTG,South Korea,,,,Busan,,,M,25.0
Gaeul,Park Gaeul,박가을,가을,1999-05-08,Favorite,5/07/2017,Astory,South Korea,,164.0,48.0,Seoul,,,F,27.0
Gaeul,Kim Gaeul,김가을,가을,2002-09-24,IVE,1/12/2021,Starship,South Korea,,166.0,46.0,Incheon,,,F,24.0
Gaeun,Cho Kaeun,조가은,가은,1992-07-28,,,,South Korea,,,,Changwon,,Dal Shabet,F,34.0
Gaeun,Lee Gaeun,이가은,가은,2000-07-18,ARTBEAT,16/11/2022,AB Creative,South Korea,,,,,,,F,26.0
Gaeun,Oh Gaeun,오가은,가은,2005-11-08,LIMELIGHT,17/02/2023,143,South Korea,,165.0,,,,,F,21.0
Gaga,Li Jia Jia,리 지아 지아,가가,1999-09-01,,,,China,,,,,,NATURE,F,27.0
Gaga,Lee Soobin,이수빈,가가,1994-11-10,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,164.0,,,,,F,32.0
Gahyeon,Lee Gahyeon,이가현,가현,1999-02-03,Dreamcatcher,13/01/2017,Happy Face,South Korea,,,,Seongnam,,,F,27.0
Gain,Son Gain,손가인,가인,1987-09-20,Brown Eyed Girls,2/03/2006,Mystic,South Korea,,,,,,,F,39.0
Gaon,Beom Gaon,범가온,가온,2001-03-09,Bonus Baby,1/01/2017,Maroo,South Korea,,163.0,,,,,F,25.0
Garam,Kim Garam,김가람,가람,2005-11-16,,,,South Korea,,170.0,,,,LE SSERAFIM,F,21.0
Gayoon,Heo Gayoon,허가윤,가윤,1990-05-18,4minute,15/06/2009,Cube,South Korea,,165.0,,Seoul,2YOON,,F,36.0
Gayoung,Kim Gayoung,김가영,가영,1991-12-02,Stellar,28/08/2011,Pascal,South Korea,,,,Seoul,,,F,35.0
G-Dragon,Kwon Jiyong,권지용,지드래곤,1988-08-18,BIGBANG,19/08/2006,YG,South Korea,,177.0,58.0,Seoul,GD&TOP,,M,38.0
Genie,Cho Heejin,조희진,지니,2002-03-19,TRACER,3/04/2022,Gleamedia,South Korea,,,,,,,F,24.0
Geonu,Lee Geonwoo,이건우,건우,2001-02-02,JUST B,30/06/2021,Bluedot,South Korea,,176.0,,,,,M,25.0
Geumhee,Han Geumhee,한금희,금희,2005-03-04,CSR,27/07/2022,A2Z,South Korea,,,,Incheon,,,F,21.0
Geummi,Baek Boram,백보람,금미,1988-06-18,Crayon Pop,18/07/2012,Chrome,South Korea,,165.0,,Seoul,,,F,38.0
Gihwan,Kim Gihwan,김기환,기환,1993-11-24,SIGNAL,28/08/2019,J-Star,South Korea,,,,,,,M,33.0
Gijung,Kim Gijung,김기중,기중,2001-01-24,IM,4/04/2022,FC ENM,South Korea,,180.0,,,,,M,25.0
Gikwang,Lee Gikwang,이기광,기광,1990-03-30,Highlight,14/10/2009,Around Us,South Korea,,171.0,58.0,Gwangju,,Beast,M,36.0
Giru,Park Giru,박기루,기루,1991-08-14,Blady,16/05/2011,Star Planet,South Korea,,,,Incheon,,,F,35.0
Giselle,Uchinaga Aeri,우치나가 애리,지젤,2000-10-30,aespa,17/11/2020,SM,Japan,,166.0,,,,,F,26.0
Giseok,Jun Giseok,정기석,기석,1997-05-02,IM,4/04/2022,FC ENM,South Korea,,180.0,,,,,M,29.0
GK,Kim Kwanghyun,김광현,지케이,1998-09-29,DKB,3/02/2020,Brave,South Korea,,177.0,60.0,,,,M,28.0
Go_U,Jang Junho,고유,장준호,2001-06-15,BLITZERS,12/05/2021,Wuzo,South Korea,,,,,,,M,25.0
Goeun,Na Goeun,나고은,고은,1999-09-03,Purple Kiss,15/03/2021,RBW,South Korea,,160.0,44.0,,,,F,27.0
Gohn,Kim Dongsung,김동성,곤,1992-08-01,,,,South Korea,,,,Seoul,,Topp Dogg,M,34.0
Gohyeon,Go Hyeon,고현,고현,1994-10-01,14U,17/04/2017,BG,South Korea,,,,,,,M,32.0
Gon,Kim Seongjung,김성중,곤,1998-11-13,ARGON,11/03/2019,MSH,South Korea,,,,,,,M,28.0
Gongchan,Gong Chansik,공찬식,공찬,1993-08-14,B1A4,19/04/2010,WM,South Korea,,181.0,60.0,Suncheon,,,M,33.0
Gowon,Park Chaewon,박채원,고원,2000-11-19,LOONA,20/08/2018,Blockberry,South Korea,,,,,Loona yyxy,,F,26.0
Gowoon,Moon Yujeong,문유정,고운,1998-12-18,Berry Good,21/05/2014,Asia Bridge,South Korea,,167.0,,,,,F,28.0
Gracie,Kim Gaeun,김가운,그레이시,1996-10-28,H.U.B,9/02/2017,New Planet,South Korea,,,,,,,F,30.0
Gun,Kwak Gun,곽건,건,2001-09-29,14U,17/04/2017,BG,South Korea,,,,,,,M,25.0
Gunmin,Lee Gunmin,이건민,건민,1994-10-03,B.I.G,9/07/2014,GH,South Korea,,177.0,64.0,Gangwon,,,M,32.0
Gunwoo,Lee Gunwoo,이건우,건우,1989-01-30,MYNAME,27/10/2011,H2,South Korea,,,,Daejeon,,,M,37.0
Gunwoo,Kim Gunwoo,김건우,건우,2002-05-28,T1419,21/09/2007,CJ E&M,South Korea,,,,,,,M,24.0
Gyehyeon,Jo Gyehyeon,조계현,계현,1999-05-14,Verivery,1/09/2019,Jellyfish,South Korea,,,,,,,M,27.0
Gyeongtae,Kwon Gyeongtae,권경태,경태,2000-07-23,14U,17/04/2017,BG,South Korea,,,,,,,M,26.0
Gyujin,Han Gyujin,한규진,규진,1997-11-21,UP10TION,10/09/2015,TOP Media,South Korea,,,,Icheon,,,M,29.0
Gyuri,Jang Gyuri,장규리,규리,1997-12-27,,,,South Korea,,,,Seoul,,fromis_9,F,29.0
Gyuri,Park Gyuri,박규리,규리,1988-05-21,KARA,29/03/2007,DSP,South Korea,,,,Seoul,,,F,38.0
Habin,Yoo Habin,유하빈,하빈,2002-03-10,,,,South Korea,,165.0,48.0,,,Dreamnote,F,24.0
Haebin,Han Haebin,한해빈,해빈,1995-08-16,Gugudan,28/06/2016,Jellyfish,South Korea,,,,,,,F,31.0
Haechan,Lee Donghyuk,이동혁,해찬,2000-06-06,NCT,9/04/2016,SM,South Korea,,,,,NCT 127| NCT Dream,,M,26.0
Haein,Yeom Haein,염해인,해인,1995-05-19,LABOUM,27/08/2014,NH,South Korea,,162.0,45.0,Ojeonggu,,,F,31.0
Haemin,Jung Haemin,정해민,해민,2004-03-16,8TURN,30/01/2023,MNH,South Korea,,183.0,63.0,Cheonan,,,M,22.0
Haena,Jeon Eunbi,전은비,해나,2002-02-19,ANS,16/09/2019,ANS,South Korea,,,,,,,F,24.0
Haena,Lee Haena,이해나,해나,1991-06-02,Matilda,18/03/2016,Box,South Korea,,,165.0,,,,F,35.0
Haeri,Lee Haeri,이해리,해리,1985-02-14,Davichi,4/02/2008,CJ E&M,South Korea,,,,Seoul,,,F,41.0
Haeri,Jung Haeri,정해리,해리,1997-01-14,P.O.P,26/07/2017,DWM,South Korea,,,,Seoul,,,F,29.0
Haerin,Kang Haerin,강해린,해린,2006-05-15,NewJeans,22/07/2022,ADOR,South Korea,,165.0,,Gimcheon,,,F,20.0
Haeryeong,Na Haeryeong,나해령,해령,1994-11-11,BESTie,11/07/2013,YNB,South Korea,,,,,,,F,32.0
Haeun,Yoon Haeun,윤하은,하은,1999-03-12,3YE,21/05/2019,GH,South Korea,,163.0,,,,Apple.B,F,27.0
Haeun,Lee Haeun,윤하은,하은,2002-06-25,ARTBEAT,16/11/2022,AB Creative,South Korea,,157.0,,,,,F,24.0
Haeun,Lim Haeun,임하은,하은,2008-11-02,Lapillus,22/06/2022,MLD,South Korea,,,,,,,F,18.0
Haewon,Oh Haewon,오해원,해원,2003-02-25,NMIXX,22/02/2022,JYP,South Korea,,,,,,,F,23.0
Haeyeon,Lee Taeyeon,이태연,해연,1994-01-11,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,161.0,,,,,F,32.0
Haeyoon,Park Haeyoon,박해윤,해윤,1996-01-10,Cherry Bullet,21/01/2019,FNC,South Korea,,157.0,43.0,,,,F,30.0
Hajeong,Lee Hajeong,이하정,하정,1997-09-23,,,,South Korea,,,,,,NeonPunch,F,29.0
Hakmin,Lee Hakmin,이학민,학민,2000-09-20,TRCNG,10/10/2017,TS,South Korea,,171.0,,,,,M,26.0
Hamin,Jo Hamin,조하민,하민,1997-10-24,ENOi,19/04/2019,KITHEWHALE,South Korea,,183.0,65.0,,,,M,29.0
Han,Han Jisung,한지성,한,2000-09-14,Stray Kids,25/03/2018,JYP,South Korea,,,,Incheon,3RACHA,,M,26.0
Han Geng,Han Geng,한경,한경,1984-02-09,,,,China,,181.0,66.0,Mudanjiang,,Super Junior,M,42.0
